지점,지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),최저운고(100m ),지면온도(°C),5cm 지중온도(°C)
119,수원,2019-01-02 20:00,-4.3,.9,290,53,2.4,1030.1,,,0,0,,-5.7,
119,수원,2019-01-02 21:00,-6,.5,180,62,2.4,1030.1,,,0,0,,-6.2,
119,수원,2019-01-02 22:00,-7,0,0,66,2.4,1030.1,,,0,0,,-6.7,
119,수원,2019-01-02 23:00,-7.4,.4,0,71,2.5,1030.3,,,2,0,,-7,
119,수원,2019-01-03 00:00,-7.2,1.1,340,74,2.6,1030.8,,,0,0,,-7.3,
119,수원,2019-01-03 01:00,-7.4,1.1,320,72,2.5,1030.8,,,1,0,,-7.6,
119,수원,2019-01-03 02:00,-7.9,.7,290,68,2.3,1031,,,0,0,,-7.8,
119,수원,2019-01-03 03:00,-8.9,0,0,72,2.3,1031.1,,,0,0,,-8.2,
119,수원,2019-01-03 04:00,-8.5,.9,290,68,2.2,1031,,,0,0,,-8.4,
119,수원,2019-01-03 05:00,-8.8,1.1,290,70,2.2,1031.1,,,0,0,,-8.6,
119,수원,2019-01-03 06:00,-9.3,.7,320,73,2.2,1031.4,,,0,0,,-8.7,
119,수원,2019-01-03 07:00,-9.5,.2,0,76,2.3,1031.5,,,0,0,,-9,
119,수원,2019-01-03 08:00,-9.7,0,0,79,2.3,1031.8,0,0,0,0,,-9,
119,수원,2019-01-03 09:00,-5.6,.2,0,64,2.6,1032.5,1,.28,0,0,,-8,
119,수원,2019-01-03 10:00,-2.6,.5,180,48,2.4,1032.8,1,.84,0,0,,-6.4,
119,수원,2019-01-03 11:00,-1,1,290,38,2.2,1032.9,1,1.33,0,0,,-2,
119,수원,2019-01-03 12:00,.5,1.1,200,30,1.9,1032,1,1.62,0,0,,-.1,
119,수원,2019-01-03 13:00,1.8,1.9,290,22,1.5,1031,1,1.77,0,0,,-2,
119,수원,2019-01-03 14:00,2.5,1.2,70,21,1.5,1030.1,1,1.66,0,0,,-.8,
119,수원,2019-01-03 15:00,3.9,1,270,19,1.5,1030,1,1.34,0,0,,-1.1,
119,수원,2019-01-03 16:00,2,.8,270,19,1.3,1029.8,1,.88,0,0,,-2.1,
119,수원,2019-01-03 17:00,1.3,1.8,250,24,1.6,1029.7,.9,.34,0,0,,-2.8,
119,수원,2019-01-03 18:00,-.5,2.4,270,31,1.8,1030.1,.2,.02,0,0,,-3.5,
119,수원,2019-01-03 19:00,-1.6,2.1,270,43,2.3,1031.3,,,0,0,,-4,
119,수원,2019-01-03 20:00,-2.1,1,320,50,2.6,1031.7,,,0,0,,-4.7,
119,수원,2019-01-03 21:00,-3.5,.5,290,56,2.6,1031.2,,,0,0,,-5.3,
119,수원,2019-01-03 22:00,-4.7,.5,160,65,2.8,1031.1,,,0,0,,-5.9,
119,수원,2019-01-03 23:00,-5.3,.7,50,69,2.8,1031.2,,,1,0,,-6.3,
119,수원,2019-01-04 00:00,-6,.2,0,73,2.9,1031.1,,,0,0,,-6.6,
119,수원,2019-01-04 01:00,-6.8,.6,180,78,2.9,1030.9,,,2,0,,-6.9,
119,수원,2019-01-04 02:00,-7.4,0,0,79,2.8,1031,,,0,0,,-7.1,
119,수원,2019-01-04 03:00,-7.3,.6,200,79,2.8,1030.2,,,0,0,,-7.2,
119,수원,2019-01-04 04:00,-7.8,0,0,80,2.7,1029.9,,,0,0,,-7.4,
119,수원,2019-01-04 05:00,-8.1,0,0,84,2.8,1029.6,,,0,0,,-7.5,
119,수원,2019-01-04 06:00,-7.9,.3,0,89,3,1029.1,,,0,0,,-7.7,
119,수원,2019-01-04 07:00,-8.4,.2,0,88,2.9,1028.5,,,0,0,,-7.8,
119,수원,2019-01-04 08:00,-7.9,.1,0,87,3,1028.5,0,0,2,0,,-7.6,
119,수원,2019-01-04 09:00,-4.2,.6,200,67,3,1028.8,.8,.25,6,0,,-6.2,
119,수원,2019-01-04 10:00,-1.2,.3,0,50,2.8,1029,1,.67,8,3,24,-3.5,
119,수원,2019-01-04 11:00,1.7,.5,20,41,2.8,1028.2,.3,.89,9,4,25,-.1,
119,수원,2019-01-04 12:00,.4,1.2,180,44,2.8,1027.6,0,.5,10,10,24,-.2,
119,수원,2019-01-04 13:00,1.5,2.4,200,45,3.1,1027.2,0,.74,10,10,26,1.5,
119,수원,2019-01-04 14:00,3,1.3,230,48,3.6,1026,.4,1.07,8,2,30,1.3,
119,수원,2019-01-04 15:00,3.6,1.5,290,47,3.7,1025.2,.8,.82,6,2,10,.6,
119,수원,2019-01-04 16:00,2.9,.8,250,53,4,1024.9,.4,.5,10,4,8,.3,
119,수원,2019-01-04 17:00,2.7,1.3,250,63,4.7,1024.4,0,.06,10,8,7,0,
119,수원,2019-01-04 18:00,1.7,.3,0,77,5.3,1024.3,0,0,6,6,10,-.4,
119,수원,2019-01-04 19:00,.9,.6,200,82,5.4,1024.1,,,6,6,7,-1.2,
119,수원,2019-01-04 20:00,-1.2,.1,0,88,4.9,1023.9,,,0,0,,-2.6,
119,수원,2019-01-04 21:00,-1.6,0,0,91,5,1023.6,,,9,9,10,-2.5,
119,수원,2019-01-04 22:00,-2.6,0,0,92,4.6,1023.4,,,0,0,,-3.4,
119,수원,2019-01-04 23:00,-2.9,.1,0,95,4.7,1023.1,,,0,0,,-3.9,
119,수원,2019-01-05 00:00,-3.2,.4,0,97,4.7,1022.8,,,3,3,,-4.2,
119,수원,2019-01-05 01:00,-3.9,.3,0,97,4.4,1022.9,,,0,0,,-4.7,
119,수원,2019-01-05 02:00,-4.2,.5,50,98,4.4,1023.2,,,1,1,11,-5,
119,수원,2019-01-05 03:00,-2.1,2.5,340,93,4.9,1023.3,,,7,7,5,-4.6,
119,수원,2019-01-05 04:00,-2.9,1.8,320,59,2.9,1023,,,2,2,10,-5.5,
119,수원,2019-01-05 05:00,-3.2,2.2,290,47,2.3,1023,,,0,0,,-5.7,
119,수원,2019-01-05 06:00,-3.9,1.9,290,46,2.1,1023.2,,,0,0,,-6.2,
119,수원,2019-01-05 07:00,-4.5,.3,0,48,2.1,1023,,,0,0,,-6.9,
119,수원,2019-01-05 08:00,-5.1,.9,290,53,2.2,1023.7,0,0,0,0,,-7,
119,수원,2019-01-05 09:00,-2.7,2,340,43,2.2,1024.1,.9,.27,0,0,,-5.9,
119,수원,2019-01-05 10:00,-1.2,2.3,320,34,1.9,1024.9,1,.82,2,0,,-4.5,
119,수원,2019-01-05 11:00,.1,2.1,290,35,2.2,1025.2,1,1.24,7,0,,-.9,
119,수원,2019-01-05 12:00,.5,2,290,34,2.2,1024.4,.8,1.22,7,0,,-.3,
119,수원,2019-01-05 13:00,1.9,3,270,27,1.9,1023.3,1,1.7,3,0,,-1.5,
119,수원,2019-01-05 14:00,1.5,2.9,320,24,1.6,1022.8,1,1.72,0,0,,-.6,
119,수원,2019-01-05 15:00,1.3,2.9,360,24,1.6,1022.6,1,1.46,0,0,,-1.2,
119,수원,2019-01-05 16:00,.2,2.6,340,24,1.5,1022.2,1,.98,0,0,,-2.3,
119,수원,2019-01-05 17:00,-.5,2.2,340,23,1.4,1022.4,.9,.4,0,0,,-3.1,
119,수원,2019-01-05 18:00,-2,1.5,290,30,1.6,1022.6,.2,.03,0,0,,-4.4,
119,수원,2019-01-05 19:00,-2.4,2.7,320,32,1.6,1022.6,,,0,0,,-4.9,
119,수원,2019-01-05 20:00,-2.8,1.2,290,35,1.7,1022.7,,,0,0,,-5.6,
119,수원,2019-01-05 21:00,-4.6,.7,270,40,1.7,1023.2,,,0,0,,-6.3,
119,수원,2019-01-05 22:00,-4.3,.5,230,43,1.9,1023.7,,,0,0,,-6.6,
119,수원,2019-01-05 23:00,-5.9,.8,250,46,1.8,1024,,,1,0,,-7.1,
119,수원,2019-01-06 00:00,-6,.3,0,50,2,1024,,,0,0,,-7.4,
119,수원,2019-01-06 01:00,-5.6,1.7,320,45,1.8,1024.1,,,9,0,,-7.6,
119,수원,2019-01-06 02:00,-6.3,1.1,270,51,1.9,1024.2,,,8,0,,-7.5,
119,수원,2019-01-06 03:00,-6.3,.9,270,53,2,1024.4,,,7,0,,-7,
119,수원,2019-01-06 04:00,-7.4,.3,0,60,2.1,1024.1,,,7,0,,-7.5,
119,수원,2019-01-06 05:00,-7.5,.1,0,62,2.2,1024,,,7,0,,-7.3,
119,수원,2019-01-06 06:00,-7.4,.2,0,66,2.3,1024.2,,,7,0,,-7,
119,수원,2019-01-06 07:00,-6.4,.8,200,61,2.3,1023.7,,,10,0,,-6.2,
119,수원,2019-01-06 08:00,-6.4,0,0,61,2.3,1025,0,0,10,6,40,-6.2,
119,수원,2019-01-06 09:00,-5.2,.9,160,57,2.4,1025.3,.1,.17,8,0,,-5,
119,수원,2019-01-06 10:00,-4.1,1.2,180,51,2.3,1025.6,.5,.43,0,0,,-4.9,
119,수원,2019-01-06 11:00,-1.7,.8,200,38,2.1,1025.7,1,1.16,0,0,,-1,
119,수원,2019-01-06 12:00,.8,1.4,230,33,2.1,1025.1,1,1.63,0,0,,1.4,
119,수원,2019-01-06 13:00,1.8,2.3,270,27,1.9,1024.1,1,1.77,0,0,,-1.5,
119,수원,2019-01-06 14:00,2.8,2.1,270,27,2,1023.9,1,1.73,0,0,,0,
119,수원,2019-01-06 15:00,2.4,3.3,270,25,1.8,1023.8,1,1.46,0,0,,-1,
119,수원,2019-01-06 16:00,.5,3.1,270,37,2.3,1024.2,1,.99,0,0,,-2,
119,수원,2019-01-06 17:00,0,2.7,270,44,2.7,1024.4,1,.4,0,0,,-2.7,
119,수원,2019-01-06 18:00,-1.5,1.6,290,53,2.9,1024.5,.3,.03,0,0,,-3.8,
119,수원,2019-01-06 19:00,-2.2,.8,290,55,2.9,1025,,,0,0,,-4.8,
119,수원,2019-01-06 20:00,-2.9,.7,270,60,3,1025,,,0,0,,-5.4,
119,수원,2019-01-06 21:00,-3.8,.2,0,63,2.9,1025.1,,,0,0,,-5.9,
119,수원,2019-01-06 22:00,-5.1,.9,140,72,3,1025.1,,,0,0,,-6.4,
119,수원,2019-01-06 23:00,-5.9,.3,0,78,3.1,1025.1,,,0,0,,-6.7,
119,수원,2019-01-07 00:00,-6.8,0,0,81,3,1024.5,,,0,0,,-7,
119,수원,2019-01-07 01:00,-7.3,0,0,83,3,1024.8,,,0,0,,-7.3,
119,수원,2019-01-07 02:00,-7.6,.3,0,84,2.9,1025.2,,,0,0,,-7.5,
119,수원,2019-01-07 03:00,-6.8,0,0,84,3.1,1025.3,,,7,7,10,-6.5,
119,수원,2019-01-07 04:00,-7.2,.5,160,88,3.1,1025.2,,,0,0,,-7.5,
119,수원,2019-01-07 05:00,-7.9,.2,0,89,3,1025.1,,,2,2,10,-7.8,
119,수원,2019-01-07 06:00,-8.1,.1,0,91,3,1024.9,,,0,0,,-8,
119,수원,2019-01-07 07:00,-7.9,.6,200,94,3.2,1025,,,0,0,,-8.1,
119,수원,2019-01-07 08:00,-8.1,.1,0,92,3.1,1025.3,0,0,0,0,,-8.1,
119,수원,2019-01-07 09:00,-4.8,.4,0,86,3.7,1025.6,.6,.26,0,0,,-6.6,
119,수원,2019-01-07 10:00,-2.9,.6,180,73,3.6,1026,1,.76,2,0,,-4.6,
119,수원,2019-01-07 11:00,-1.2,1.4,180,68,3.8,1025.7,1,1.2,0,0,,-1,
119,수원,2019-01-07 12:00,1.6,1.8,250,49,3.4,1024.6,1,1.51,0,0,,1.4,
119,수원,2019-01-07 13:00,3.6,3.1,290,37,2.9,1024,1,1.54,4,0,,.1,
119,수원,2019-01-07 14:00,4.1,2.7,320,35,2.9,1023.4,1,1.43,6,0,,1.1,
119,수원,2019-01-07 15:00,3.8,3.2,290,40,3.2,1023.6,1,1.24,6,0,,1.6,
119,수원,2019-01-07 16:00,2.6,3.1,270,44,3.2,1023.7,.3,.62,9,0,,.5,
119,수원,2019-01-07 17:00,1.1,2.9,250,57,3.8,1023.8,0,.26,7,0,,-1,
119,수원,2019-01-07 18:00,0,1.5,270,65,4,1023.6,0,0,7,0,,-2.1,
119,수원,2019-01-07 19:00,-.9,.2,0,69,4,1023.5,,,8,3,43,-1.1,
119,수원,2019-01-07 20:00,-2.8,.7,320,77,3.8,1023.4,,,5,0,,-3.8,
119,수원,2019-01-07 21:00,-2.5,.1,0,81,4.1,1023.5,,,6,0,,-4,
119,수원,2019-01-07 22:00,-3.1,.1,0,85,4.2,1023.2,,,6,6,44,-4.5,
119,수원,2019-01-07 23:00,-3.8,0,0,89,4.1,1023.5,,,4,0,,-5.1,
119,수원,2019-01-08 00:00,-4.3,.3,0,92,4.1,1023.4,,,4,0,,-5.3,
119,수원,2019-01-08 01:00,-5,.3,0,95,4,1023.1,,,5,1,,-5.8,
119,수원,2019-01-08 02:00,-5.5,.6,320,95,3.9,1023.7,,,3,0,,-6.2,
119,수원,2019-01-08 03:00,-4.2,1.2,320,75,3.4,1024.3,,,0,0,,-6.3,
119,수원,2019-01-08 04:00,-3.4,2.1,320,47,2.2,1024,,,0,0,,-6.4,
119,수원,2019-01-08 05:00,-3.7,1.6,320,47,2.2,1024,,,0,0,,-6.7,
119,수원,2019-01-08 06:00,-5,.9,290,52,2.2,1023.9,,,2,0,,-7.1,
119,수원,2019-01-08 07:00,-6.4,.3,0,63,2.4,1023.9,,,2,0,,-7.4,
119,수원,2019-01-08 08:00,-6.9,.2,0,69,2.5,1024.2,0,0,0,0,,-7.6,
119,수원,2019-01-08 09:00,-3.6,.2,0,57,2.7,1024.2,.8,.24,0,0,,-6.5,
119,수원,2019-01-08 10:00,-.3,2.7,290,43,2.6,1024.9,1,.79,0,0,,-4.4,
119,수원,2019-01-08 11:00,.5,3.6,320,34,2.2,1024.9,1,1.3,0,0,,-.8,
119,수원,2019-01-08 12:00,1.6,3.3,290,28,1.9,1023.8,1,1.63,0,0,,1.7,
119,수원,2019-01-08 13:00,1.5,3.8,290,25,1.7,1023.6,1,1.81,0,0,,-1.4,
119,수원,2019-01-08 14:00,1.4,4.7,290,26,1.8,1023.1,1,1.71,0,0,,0,
119,수원,2019-01-08 15:00,1.2,4.1,290,25,1.7,1023.9,1,1.41,1,0,,-1.1,
119,수원,2019-01-08 16:00,-.1,3.8,270,32,1.9,1024.5,1,.96,1,0,,-2,
119,수원,2019-01-08 17:00,-.6,4.1,290,36,2.1,1024.6,1,.37,0,0,,-2.8,
119,수원,2019-01-08 18:00,-1.7,2.7,290,38,2.1,1024.4,0,.04,0,0,,-3.9,
119,수원,2019-01-08 19:00,-2.2,3.1,290,40,2.1,1025.1,,,0,0,,-4.3,
119,수원,2019-01-08 20:00,-3,4.8,320,38,1.9,1025.8,,,0,0,,-4.7,
119,수원,2019-01-08 21:00,-4.9,5.2,320,34,1.5,1027.3,,,0,0,,-5.5,
119,수원,2019-01-08 22:00,-5.8,2.4,320,38,1.5,1027.8,,,0,0,,-6.3,
119,수원,2019-01-08 23:00,-5.8,4.1,320,36,1.4,1027.7,,,0,0,,-6.6,
119,수원,2019-01-09 00:00,-6.1,3.6,320,36,1.4,1028.7,,,0,0,,-7.1,
119,수원,2019-01-09 01:00,-6.5,2.4,340,36,1.4,1029.2,,,0,0,,-7.4,
119,수원,2019-01-09 02:00,-6.7,2.3,320,37,1.4,1029.5,,,3,0,,-7.7,
119,수원,2019-01-09 03:00,-7.5,.9,320,40,1.4,1030.1,,,2,0,,-8.2,
119,수원,2019-01-09 04:00,-8.3,.7,320,44,1.4,1030.6,,,6,0,,-8.5,
119,수원,2019-01-09 05:00,-8.4,1.1,270,45,1.5,1031,,,7,0,,-8.6,
119,수원,2019-01-09 06:00,-9.1,.6,180,52,1.6,1031.2,,,8,0,,-8.9,
119,수원,2019-01-09 07:00,-10.1,.4,0,59,1.7,1031.6,,,3,0,,-9.5,
119,수원,2019-01-09 08:00,-10.3,.1,0,64,1.8,1031.4,0,0,1,0,,-9.6,
119,수원,2019-01-09 09:00,-7.5,1.6,200,48,1.7,1032.1,1,.29,1,0,,-8.1,
119,수원,2019-01-09 10:00,-5.3,.7,20,40,1.6,1032.1,.9,.68,7,0,,-6.1,
119,수원,2019-01-09 11:00,-3.6,1.5,110,31,1.5,1031.7,.9,.82,6,0,,-3.1,
119,수원,2019-01-09 12:00,-2.4,1.4,50,28,1.4,1030.5,1,1.45,8,0,,-.1,
119,수원,2019-01-09 13:00,-1.7,1.5,230,25,1.4,1029.5,1,1.67,8,0,,1.2,
119,수원,2019-01-09 14:00,.7,.7,340,22,1.4,1028.6,1,1.39,7,0,,.6,
119,수원,2019-01-09 15:00,-.1,1.8,200,20,1.2,1028.5,1,1.15,7,0,,-.2,
119,수원,2019-01-09 16:00,-.3,.4,0,18,1.1,1027.9,1,.75,6,0,,-2.2,
119,수원,2019-01-09 17:00,-.8,.5,360,21,1.2,1027.4,.9,.39,6,0,,-3.7,
119,수원,2019-01-09 18:00,-2.5,1.6,290,32,1.6,1027.4,.1,.04,3,0,,-5,
119,수원,2019-01-09 19:00,-3.2,1.4,270,42,2,1027.3,,,0,0,,-5.2,
119,수원,2019-01-09 20:00,-3.3,.8,290,45,2.2,1026.8,,,7,7,67,-5.2,
119,수원,2019-01-09 21:00,-3.6,1.5,270,44,2.1,1026.5,,,9,0,,-5.1,
119,수원,2019-01-09 22:00,-3.5,1.3,290,42,2,1026.6,,,9,9,64,-4.9,
119,수원,2019-01-09 23:00,-4.4,.2,0,49,2.2,1025.9,,,10,9,60,-5.1,
119,수원,2019-01-10 00:00,-4,.1,0,50,2.3,1025.4,,,9,9,38,-4.1,
119,수원,2019-01-10 01:00,-3.6,.1,0,49,2.3,1024.5,,,10,10,38,-3.9,
119,수원,2019-01-10 02:00,-3.3,1.2,290,44,2.1,1024.6,,,10,5,34,-3.7,
119,수원,2019-01-10 03:00,-3.2,.7,290,42,2,1024.5,,,10,10,30,-3.6,
119,수원,2019-01-10 04:00,-3.3,1.1,270,43,2.1,1023.9,,,9,9,36,-3.5,
119,수원,2019-01-10 05:00,-3.3,1.3,270,41,2,1023.4,,,10,10,31,-3.7,
119,수원,2019-01-10 06:00,-3.6,.9,290,40,1.9,1023.4,,,7,7,25,-4.3,
119,수원,2019-01-10 07:00,-3.5,.5,200,42,2,1023.2,,,8,8,28,-3.7,
119,수원,2019-01-10 08:00,-3.2,0,0,41,2,1022.9,0,0,9,2,19,-3.5,
119,수원,2019-01-10 09:00,-2.9,1,200,44,2.2,1023,0,.11,5,5,35,-3.6,
119,수원,2019-01-10 10:00,-1.2,1.4,160,41,2.3,1023,.4,.58,7,1,11,-.7,
119,수원,2019-01-10 11:00,1.1,.8,180,36,2.4,1023.1,.9,1.02,8,8,35,1.2,
119,수원,2019-01-10 12:00,1.1,1.8,230,40,2.6,1022.2,.3,.93,10,10,28,2.4,
119,수원,2019-01-10 13:00,1.7,1.7,250,52,3.6,1021,0,.57,10,8,11,1.7,
119,수원,2019-01-10 14:00,1.3,2.5,270,54,3.6,1021,0,.32,10,8,10,.8,
119,수원,2019-01-10 15:00,1.7,2.4,250,52,3.6,1021.3,0,.4,9,9,10,1.4,
119,수원,2019-01-10 16:00,1.8,1.7,270,60,4.2,1021.5,.3,.55,7,7,14,.7,
119,수원,2019-01-10 17:00,.6,1.6,200,70,4.5,1021.5,.5,.31,3,3,14,-.5,
119,수원,2019-01-10 18:00,-1,1,230,75,4.3,1021.7,0,.03,0,0,,-2.1,
119,수원,2019-01-10 19:00,-.7,1.2,200,79,4.6,1022.8,,,0,0,,-2.1,
119,수원,2019-01-10 20:00,-1.2,.7,180,86,4.8,1022.9,,,1,1,12,-1.7,
119,수원,2019-01-10 21:00,-.9,1.7,180,89,5.1,1022.7,,,9,9,11,-1.4,
119,수원,2019-01-10 22:00,-1,.9,160,91,5.2,1022.3,,,0,0,,-1.7,
119,수원,2019-01-10 23:00,-.9,1.1,200,90,5.2,1022.2,,,4,4,11,-1.7,
119,수원,2019-01-11 00:00,-1.1,.3,0,91,5.2,1022.2,,,8,8,11,-1.9,
119,수원,2019-01-11 01:00,-.8,.7,180,90,5.2,1022.5,,,0,0,,-1.5,
119,수원,2019-01-11 02:00,-.6,1,180,89,5.2,1022.6,,,3,3,10,-1.4,
119,수원,2019-01-11 03:00,-.4,1.3,180,88,5.2,1022.7,,,9,9,10,-1.3,
119,수원,2019-01-11 04:00,-.5,.5,180,89,5.3,1022.2,,,9,9,9,-1.3,
119,수원,2019-01-11 05:00,-.4,.6,180,88,5.2,1022.2,,,9,9,9,-1.2,
119,수원,2019-01-11 06:00,-.1,.4,0,86,5.2,1022.4,,,9,9,10,-1.2,
119,수원,2019-01-11 07:00,.1,.3,0,86,5.3,1023.1,,,9,9,9,-1.2,
119,수원,2019-01-11 08:00,.5,1,70,83,5.3,1022.8,0,0,8,3,10,-1.3,
119,수원,2019-01-11 09:00,.4,.3,0,84,5.3,1022.9,0,.12,5,0,,-2,
119,수원,2019-01-11 10:00,3,1.5,90,68,5.2,1023,.9,.63,2,0,,-.5,
119,수원,2019-01-11 11:00,4.5,2.1,140,59,5,1022.6,1,1.07,0,0,,1.5,
119,수원,2019-01-11 12:00,4.5,1.6,180,56,4.7,1022.4,1,1.36,7,0,,2.2,
119,수원,2019-01-11 13:00,6.3,.8,50,52,5,1021.4,.6,1.2,3,0,,1.1,
119,수원,2019-01-11 14:00,6.8,1.4,160,50,4.9,1020.6,1,1.47,0,0,,1.7,
119,수원,2019-01-11 15:00,6,1,160,50,4.7,1020.5,.9,1.12,7,0,,1.2,
119,수원,2019-01-11 16:00,5.8,.4,0,50,4.6,1020.1,.9,.8,6,0,,.4,
119,수원,2019-01-11 17:00,4.9,.5,320,53,4.6,1019.6,.1,.27,8,8,35,-.5,
119,수원,2019-01-11 18:00,4.2,1.9,290,56,4.6,1020.2,0,.01,9,9,42,-.2,
119,수원,2019-01-11 19:00,3.3,.4,0,60,4.6,1020.3,,,10,8,41,-.2,
119,수원,2019-01-11 20:00,2.5,.3,0,65,4.8,1019.8,,,9,4,37,-.3,
119,수원,2019-01-11 21:00,1.9,.4,0,69,4.9,1018.8,,,8,8,35,-.4,
119,수원,2019-01-11 22:00,.2,.4,0,74,4.6,1018.6,,,7,3,32,-1.1,
119,수원,2019-01-11 23:00,.8,.5,290,77,5,1018.5,,,9,5,32,-1,
119,수원,2019-01-12 00:00,1.4,1,270,72,4.9,1018.2,,,8,8,,-1,
119,수원,2019-01-12 01:00,.3,.3,0,80,5,1017.8,,,9,8,29,-1.2,
119,수원,2019-01-12 02:00,.7,.1,0,77,5,1018.1,,,9,2,31,-1,
119,수원,2019-01-12 03:00,.6,.4,0,77,4.9,1018.3,,,10,10,27,-.9,
119,수원,2019-01-12 04:00,.4,.1,0,80,5,1018.1,,,10,10,26,-.8,
119,수원,2019-01-12 05:00,.5,.4,0,80,5.1,1018.1,,,10,10,26,-.9,
119,수원,2019-01-12 06:00,.7,.7,180,78,5,1018.4,,,10,10,25,-1,
119,수원,2019-01-12 07:00,.7,.2,0,76,4.9,1018.8,,,9,9,27,-1,
119,수원,2019-01-12 08:00,.3,.8,250,78,4.9,1018.8,0,0,9,9,32,-1.3,
