지점,지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),최저운고(100m ),지면온도(°C),5cm 지중온도(°C)
119,수원,2019-03-23 19:00,4.9,3.1,290,32,2.8,1016.2,.6,.11,0,0,,2.8,
119,수원,2019-03-23 20:00,4.1,3.3,320,38,3.1,1017.1,,,0,0,,1.9,
119,수원,2019-03-23 21:00,3.3,2.4,320,41,3.2,1017.9,,,0,0,,1.3,
119,수원,2019-03-23 22:00,2.5,1.2,250,47,3.5,1018.8,,,0,0,,.8,
119,수원,2019-03-23 23:00,1,.6,270,53,3.5,1019.2,,,0,0,,.5,
119,수원,2019-03-24 00:00,0,1,20,58,3.6,1019.2,,,0,0,,.4,
119,수원,2019-03-24 01:00,.1,1.3,340,58,3.6,1019.2,,,0,0,,.2,
119,수원,2019-03-24 02:00,-.3,.2,0,64,3.8,1019.1,,,0,0,,0,
119,수원,2019-03-24 03:00,-1.6,1.1,180,76,4.2,1018.8,,,0,0,,-.3,
119,수원,2019-03-24 04:00,-1.1,.7,110,74,4.2,1018.4,,,0,0,,-.8,
119,수원,2019-03-24 05:00,-1.7,.5,230,79,4.3,1018.7,,,0,0,,-1,
119,수원,2019-03-24 06:00,-2.1,.3,0,82,4.3,1018.6,,,0,0,,-1.2,
119,수원,2019-03-24 07:00,-2,.5,290,87,4.6,1018.7,.2,.03,0,0,,-1.2,
119,수원,2019-03-24 08:00,1.5,.8,200,67,4.6,1019.2,1,.49,0,0,,-.3,
119,수원,2019-03-24 09:00,4.3,1,160,57,4.8,1019.3,1,1.27,0,0,,4.6,
119,수원,2019-03-24 10:00,7.5,3.1,290,44,4.6,1019.3,1,1.95,0,0,,12.1,
119,수원,2019-03-24 11:00,8.8,3.4,270,36,4.1,1018.9,1,2.57,2,2,10,16,
119,수원,2019-03-24 12:00,8.6,3,270,44,4.9,1018.4,.9,2.18,2,2,13,15,
119,수원,2019-03-24 13:00,9.9,4,270,33,4,1017.6,1,3,1,1,15,18.6,
119,수원,2019-03-24 14:00,9.3,4.6,270,34,4,1016.8,1,3.03,0,0,,16.7,
119,수원,2019-03-24 15:00,9.7,5,270,39,4.7,1016.4,1,2.69,0,0,,15.9,
119,수원,2019-03-24 16:00,9.3,4.2,250,43,5,1016.1,1,2.16,0,0,,13.7,
119,수원,2019-03-24 17:00,8.2,4.5,270,43,4.7,1015.6,1,1.51,0,0,,10.5,
119,수원,2019-03-24 18:00,6.1,3.6,270,49,4.6,1015.6,1,.76,0,0,,6.9,
119,수원,2019-03-24 19:00,4.8,2.5,270,53,4.6,1015.8,.6,.12,0,0,,4.6,
119,수원,2019-03-24 20:00,3.7,1.6,270,58,4.6,1016.4,,,0,0,,3.5,
119,수원,2019-03-24 21:00,3.6,1.5,230,62,4.9,1016.6,,,0,0,,2.7,
119,수원,2019-03-24 22:00,2.8,1.3,230,67,5,1016.9,,,0,0,,2.1,
119,수원,2019-03-24 23:00,1.5,.2,0,78,5.3,1016.7,,,0,0,,1.4,
119,수원,2019-03-25 00:00,1.9,1.6,160,76,5.4,1016.9,,,1,0,,1.1,
119,수원,2019-03-25 01:00,1.9,1.1,140,81,5.7,1016.3,,,2,0,,.9,
119,수원,2019-03-25 02:00,1.8,1,160,81,5.6,1015.9,,,9,1,12,.9,
119,수원,2019-03-25 03:00,1.2,.4,0,84,5.6,1015.3,,,1,1,10,.8,
119,수원,2019-03-25 04:00,.6,.9,160,88,5.6,1014.6,,,2,1,13,.7,
119,수원,2019-03-25 05:00,1.9,.7,160,80,5.6,1014.4,,,8,8,6,1.2,
119,수원,2019-03-25 06:00,2.4,1,160,77,5.6,1014,,,7,7,10,1.8,
119,수원,2019-03-25 07:00,2.5,1.3,160,78,5.7,1014.1,0,.02,8,8,14,1.7,
119,수원,2019-03-25 08:00,3.9,1.5,160,74,6,1014.2,0,.23,9,9,14,3.6,
119,수원,2019-03-25 09:00,5.9,1.9,160,66,6.1,1014.4,0,.68,7,4,15,6.6,
119,수원,2019-03-25 10:00,7.2,2.4,140,62,6.2,1014.3,.3,1.2,4,0,,10.1,
119,수원,2019-03-25 11:00,9.7,1.9,160,56,6.7,1014,1,2.08,4,1,15,14.8,
119,수원,2019-03-25 12:00,11.1,2.8,180,53,7,1013.4,1,2.33,6,2,15,16.3,
119,수원,2019-03-25 13:00,13.4,3.5,200,50,7.6,1012.8,1,2.45,7,5,12,17.2,
119,수원,2019-03-25 14:00,13.3,4.9,250,48,7.3,1012.4,.8,2,8,8,13,16.7,
119,수원,2019-03-25 15:00,13.7,4.7,250,49,7.6,1012.1,.9,1.93,8,8,15,16,
119,수원,2019-03-25 16:00,13,3.6,250,49,7.3,1011.8,.9,1.6,3,3,15,14.4,
119,수원,2019-03-25 17:00,12,3.7,250,51,7.1,1011.6,1,1,0,0,,11.9,
119,수원,2019-03-25 18:00,10.7,3.4,200,46,5.9,1012,.3,.46,0,0,,9.2,
119,수원,2019-03-25 19:00,9.6,2.2,230,49,5.8,1012.3,0,.06,0,0,,7.2,
119,수원,2019-03-25 20:00,8.6,1.3,200,51,5.7,1012.6,,,0,0,,6,
119,수원,2019-03-25 21:00,7,.8,180,60,6,1013,,,0,0,,5,
119,수원,2019-03-25 22:00,6.6,1.2,140,65,6.3,1013.1,,,0,0,,4.3,
119,수원,2019-03-25 23:00,4.9,.7,160,72,6.2,1013.4,,,0,0,,3.5,
119,수원,2019-03-26 00:00,4.1,.8,180,81,6.6,1013.4,,,3,0,,3,
119,수원,2019-03-26 01:00,4.2,.8,110,81,6.7,1013.4,,,6,4,6,3.1,
119,수원,2019-03-26 02:00,5.9,1.2,160,70,6.5,1013,,,8,8,5,3.3,
119,수원,2019-03-26 03:00,6.5,.6,160,67,6.5,1012.7,,,8,8,5,4.5,
119,수원,2019-03-26 04:00,6.7,.6,160,71,7,1012.4,,,8,8,4,5.1,
119,수원,2019-03-26 05:00,6.7,.8,160,72,7,1012.3,,,8,8,4,5.4,
119,수원,2019-03-26 06:00,6.9,.9,160,76,7.5,1013.2,,,8,8,3,5.6,
119,수원,2019-03-26 07:00,6.8,.9,180,76,7.5,1013.7,0,.01,8,8,3,5.8,
119,수원,2019-03-26 08:00,7.3,.4,0,75,7.6,1014.4,0,.15,9,9,5,6.8,
119,수원,2019-03-26 09:00,9.3,1.1,250,74,8.6,1014.6,.4,.75,3,3,6,11,
119,수원,2019-03-26 10:00,11.2,1.9,140,70,9.3,1015,1,1.84,2,2,10,16.1,
119,수원,2019-03-26 11:00,13.4,2.1,200,57,8.7,1015.2,1,2.38,1,1,12,19.4,
119,수원,2019-03-26 12:00,15.6,1.9,230,45,7.9,1014.9,1,2.75,1,1,13,22,
119,수원,2019-03-26 13:00,16.9,2.5,290,40,7.6,1014.3,1,2.9,0,0,,22.9,
119,수원,2019-03-26 14:00,17,2.8,250,42,8.1,1013.7,1,2.75,0,0,,22.6,
119,수원,2019-03-26 15:00,17.3,2.8,230,40,7.8,1013.3,1,2.4,0,0,,20.7,
119,수원,2019-03-26 16:00,17.2,2.9,270,37,7.2,1013,1,1.9,0,0,,18.9,
119,수원,2019-03-26 17:00,16.6,2.8,270,35,6.6,1012.8,1,1.28,0,0,,15.9,
119,수원,2019-03-26 18:00,14,3.3,270,43,6.8,1013.1,1,.6,0,0,,12.3,
119,수원,2019-03-26 19:00,11.5,1.2,340,46,6.2,1012.7,.2,.1,0,0,,9.7,
119,수원,2019-03-26 20:00,9.2,.1,0,56,6.5,1012.6,,,1,0,,8,
119,수원,2019-03-26 21:00,7.9,.4,0,63,6.7,1013.5,,,0,0,,6.8,
119,수원,2019-03-26 22:00,7.7,.9,290,61,6.4,1013.6,,,0,0,,6,
119,수원,2019-03-26 23:00,7.2,.4,0,61,6.2,1013.5,,,5,0,,5.4,
119,수원,2019-03-27 00:00,5.6,.2,0,72,6.5,1013.3,,,3,0,,4.8,
119,수원,2019-03-27 01:00,5.5,1,160,74,6.7,1013.1,,,0,0,,4.5,
119,수원,2019-03-27 02:00,6.3,.4,0,72,6.9,1013,,,3,0,,4.3,
119,수원,2019-03-27 03:00,7.7,.8,140,71,7.4,1012.6,,,7,3,10,5.2,
119,수원,2019-03-27 04:00,7.7,.8,110,76,8,1011.6,,,6,3,10,5.1,
119,수원,2019-03-27 05:00,7.6,.6,110,85,8.8,1011.2,,,3,3,10,4.9,
119,수원,2019-03-27 06:00,7.2,.8,70,93,9.4,1011.4,,,0,0,,4.5,
119,수원,2019-03-27 07:00,7.3,.6,70,98,9.9,1011.3,0,.02,0,0,,4.7,
119,수원,2019-03-27 08:00,10.7,1.4,160,80,10.2,1011.1,0,.34,4,0,,7.4,
119,수원,2019-03-27 09:00,12.4,1.9,180,70,10,1010.3,.3,.77,6,3,10,11.1,
119,수원,2019-03-27 10:00,13.9,3.5,200,60,9.5,1009.8,1,1.32,8,0,,13.4,
119,수원,2019-03-27 11:00,16.2,5.1,230,52,9.5,1009.1,1,1.74,7,0,,16.8,
119,수원,2019-03-27 12:00,16.7,5.3,230,49,9.3,1008.1,1,2.24,7,0,,17.9,
119,수원,2019-03-27 13:00,16.9,6,200,50,9.5,1007.6,.7,1.99,8,0,,17.1,
119,수원,2019-03-27 14:00,16.9,5.8,230,51,9.7,1006.6,.1,1.51,8,0,,16.4,
119,수원,2019-03-27 15:00,16.5,6.8,230,42,7.8,1006,.2,1.41,8,0,,15.8,
119,수원,2019-03-27 16:00,15.6,6.3,250,51,9,1006,.3,1.39,9,2,10,15.1,
119,수원,2019-03-27 17:00,14.4,3.9,250,60,9.8,1005.9,0,.58,10,7,10,13.3,
119,수원,2019-03-27 18:00,12.9,4.6,250,69,10.2,1006.1,0,.29,10,6,7,11.7,
119,수원,2019-03-27 19:00,11.8,2.8,230,77,10.6,1006.9,0,.01,4,4,6,10.8,
119,수원,2019-03-27 20:00,11.2,2.4,230,81,10.7,1007.6,,,9,9,5,10.4,
119,수원,2019-03-27 21:00,10.6,3,200,83,10.6,1008,,,9,9,8,9.9,
119,수원,2019-03-27 22:00,10.3,2.4,270,84,10.5,1008.8,,,10,10,4,9.7,
119,수원,2019-03-27 23:00,8.9,1.8,270,90,10.2,1009.6,,,10,10,3,9.3,
119,수원,2019-03-28 00:00,8.5,1.9,290,91,10.1,1010,,,9,9,6,8.8,
119,수원,2019-03-28 01:00,7.4,1.8,290,94,9.6,1010.2,,,10,10,2,8.6,
119,수원,2019-03-28 02:00,6.4,2,270,98,9.4,1009.8,,,6,6,,8.1,
119,수원,2019-03-28 03:00,6.5,1.5,250,99,9.5,1009.7,,,10,10,6,7.8,
119,수원,2019-03-28 04:00,6.8,1.3,270,98,9.7,1009.5,,,8,8,5,7.8,
119,수원,2019-03-28 05:00,6.3,1.7,290,96,9.2,1009.7,,,3,3,8,6.4,
119,수원,2019-03-28 06:00,5.5,1.7,270,96,8.7,1010,,,0,0,,5.2,
119,수원,2019-03-28 07:00,5.2,1.3,270,90,7.9,1010.2,0,.02,2,0,,4.9,
119,수원,2019-03-28 08:00,7.5,2.6,290,74,7.6,1010.5,.6,.42,2,0,,7,
119,수원,2019-03-28 09:00,9.3,1.3,290,66,7.7,1010.7,1,1,0,0,,11.1,
119,수원,2019-03-28 10:00,9.9,1.9,180,62,7.5,1010.6,1,1.64,0,0,,14.8,
119,수원,2019-03-28 11:00,12.1,1.8,320,46,6.5,1010.5,1,2.1,3,0,,18.2,
119,수원,2019-03-28 12:00,13.6,1.5,250,43,6.7,1010,1,2.26,4,0,,20.4,
119,수원,2019-03-28 13:00,14.3,2.5,270,35,5.7,1009.3,1,2.55,6,0,,21.4,
119,수원,2019-03-28 14:00,14.5,3.7,250,35,5.8,1009,1,2.44,7,0,,20.2,
119,수원,2019-03-28 15:00,14.3,3.9,270,32,5.2,1008.7,1,2.19,7,0,,19.1,
119,수원,2019-03-28 16:00,12.5,4.2,250,23,3.3,1008.4,1,1.64,7,0,,15.5,
119,수원,2019-03-28 17:00,11.9,3.5,270,29,4,1008.9,1,1.13,5,0,,13.2,
119,수원,2019-03-28 18:00,9.7,3.1,290,22,2.6,1009.3,.1,.44,7,4,34,10.2,
119,수원,2019-03-28 19:00,8.3,2.9,270,48,5.3,1009.9,0,.04,7,7,31,8.4,
119,수원,2019-03-28 20:00,7.6,2.5,250,50,5.2,1010.6,,,6,6,35,7.3,
119,수원,2019-03-28 21:00,7.2,1.9,270,55,5.6,1011.1,,,8,8,32,7.4,
119,수원,2019-03-28 22:00,7.1,1.2,200,52,5.2,1011,,,10,9,29,6.7,
119,수원,2019-03-28 23:00,6.8,2,320,59,5.8,1011.5,,,7,5,29,6.5,
119,수원,2019-03-29 00:00,7.1,.3,0,62,6.2,1011.1,,,8,8,28,6.7,
119,수원,2019-03-29 01:00,6.8,1.1,200,65,6.4,1011,,,9,7,29,6.3,
119,수원,2019-03-29 02:00,6.5,1.5,200,69,6.7,1010.6,,,5,5,26,5.9,
119,수원,2019-03-29 03:00,6,.5,200,71,6.6,1010.5,,,6,6,30,5.6,
119,수원,2019-03-29 04:00,6.1,.9,270,71,6.7,1010.3,,,8,8,30,5.9,
119,수원,2019-03-29 05:00,7.5,2.8,360,35,3.6,1010.3,,,10,10,26,5.6,
119,수원,2019-03-29 06:00,7.1,3.2,360,31,3.1,1010.3,,,8,8,30,4.9,
119,수원,2019-03-29 07:00,6.8,2.7,70,37,3.6,1010.2,0,.02,8,8,32,5.2,
119,수원,2019-03-29 08:00,8.3,.8,90,33,3.6,1011,.4,.35,7,7,23,7.2,
119,수원,2019-03-29 09:00,9.9,.8,90,32,3.9,1010.6,.8,1.04,1,1,29,11.7,
119,수원,2019-03-29 10:00,11.9,1.8,290,37,5.2,1010.7,1,1.9,0,0,,16.9,
119,수원,2019-03-29 11:00,12.9,1.8,230,35,5.2,1010.5,1,2.43,0,0,,20.3,
119,수원,2019-03-29 12:00,13.5,3,250,31,4.8,1010.5,1,2.81,0,0,,21.6,
119,수원,2019-03-29 13:00,13.5,3,250,35,5.4,1009.8,1,2.9,0,0,,22.3,
119,수원,2019-03-29 14:00,14.5,3.6,270,34,5.6,1009.3,1,2.85,0,0,,22,
119,수원,2019-03-29 15:00,14.7,2.7,290,32,5.4,1009,1,2.51,0,0,,21,
119,수원,2019-03-29 16:00,13.4,4.2,250,36,5.6,1009.1,1,2.04,1,0,,17.5,
119,수원,2019-03-29 17:00,11.6,3.9,290,39,5.3,1009.1,1,1.38,1,0,,14.5,
119,수원,2019-03-29 18:00,10,3,270,38,4.7,1009.1,1,.64,0,0,,10.8,
119,수원,2019-03-29 19:00,8.3,2.4,270,46,5,1009.3,.2,.1,0,0,,8.5,
119,수원,2019-03-29 20:00,7.9,2.5,290,49,5.2,1009.7,,,7,3,37,7.8,
119,수원,2019-03-29 21:00,7.8,2.4,270,49,5.2,1010.3,,,10,10,27,7.7,
119,수원,2019-03-29 22:00,7.2,2.1,320,61,6.2,1010.1,,,8,8,30,7.3,
119,수원,2019-03-29 23:00,7.3,2.6,290,53,5.4,1010.3,,,10,10,25,7.1,
119,수원,2019-03-30 00:00,7.1,2.8,270,50,5,1010.5,,,10,3,15,6.7,
119,수원,2019-03-30 01:00,6.8,3,290,60,5.9,1010.9,,,10,8,7,6.6,
119,수원,2019-03-30 02:00,4.5,1.5,20,91,7.6,1010.3,,,10,8,5,6.4,
119,수원,2019-03-30 03:00,4.4,1,320,95,7.9,1010.5,,,10,7,5,6.5,
119,수원,2019-03-30 04:00,4.5,.6,250,93,7.8,1010.1,,,10,8,5,6.5,
119,수원,2019-03-30 05:00,4.3,1.4,200,98,8.1,1009.9,,,10,8,6,6.2,
119,수원,2019-03-30 06:00,4.4,1.6,200,98,8.2,1009.6,,,9,9,6,6.2,
119,수원,2019-03-30 07:00,4.7,1.3,230,97,8.2,1009.6,0,0,10,10,5,6.3,
119,수원,2019-03-30 08:00,5,1.2,250,95,8.2,1010,0,.09,10,10,2,7,
119,수원,2019-03-30 09:00,5.7,1.6,200,91,8.3,1010.1,0,.35,10,10,3,8,
119,수원,2019-03-30 10:00,6.4,1.3,230,85,8.1,1009.7,0,.44,10,10,4,8.9,
119,수원,2019-03-30 11:00,7.3,3.7,270,79,8,1009.8,0,.47,9,9,6,9.8,
119,수원,2019-03-30 12:00,8.3,3.4,200,69,7.5,1008.6,.5,1.84,9,7,6,15.2,
119,수원,2019-03-30 13:00,7.9,2.7,250,77,8.2,1007.9,.1,.57,10,7,7,10.7,
119,수원,2019-03-30 14:00,9.9,4.2,270,66,8,1006.8,.1,1.2,9,4,7,14.3,
119,수원,2019-03-30 15:00,7.7,5.2,250,81,8.5,1006.9,.4,1.11,8,8,10,12.9,
119,수원,2019-03-30 16:00,6.6,6.3,270,56,5.5,1007.5,.2,.64,7,7,13,8.2,
119,수원,2019-03-30 17:00,5.5,5.2,270,69,6.2,1007.6,.4,.68,6,6,8,7.6,
119,수원,2019-03-30 18:00,4.1,5.3,270,80,6.5,1008.1,.2,.3,9,9,7,6,
119,수원,2019-03-30 19:00,3.4,5.8,270,80,6.2,1008.9,0,.02,8,8,5,3.2,
119,수원,2019-03-30 20:00,3.7,4.5,270,79,6.2,1009,,,9,9,7,4.5,
119,수원,2019-03-30 21:00,4,4.5,270,78,6.3,1009.5,,,9,9,7,4.5,
119,수원,2019-03-30 22:00,4.4,3.3,270,75,6.2,1009.8,,,9,8,8,4.6,
119,수원,2019-03-30 23:00,4.5,4.6,270,77,6.5,1009.9,,,9,8,6,4.6,
119,수원,2019-03-31 00:00,4.4,4.8,270,76,6.3,1010.5,,,10,8,,4.5,
119,수원,2019-03-31 01:00,3.6,2.2,290,88,6.9,1010.8,,,9,9,6,4.6,
119,수원,2019-03-31 02:00,3.4,4.1,290,80,6.2,1011.5,,,7,7,7,4,
119,수원,2019-03-31 03:00,3.2,3.3,290,78,6,1011.9,,,8,8,7,3.5,
119,수원,2019-03-31 04:00,3.6,3.9,270,73,5.8,1012.5,,,8,8,9,3.5,
119,수원,2019-03-31 05:00,3.7,3.7,290,71,5.7,1013.1,,,8,8,10,3.8,
119,수원,2019-03-31 06:00,3.5,3.3,290,71,5.6,1013.7,,,8,8,8,3.6,
119,수원,2019-03-31 07:00,3.4,3.2,290,69,5.4,1014.3,0,.02,9,9,9,3.7,
119,수원,2019-03-31 08:00,3.6,3.6,290,65,5.2,1014.9,0,.12,10,10,9,4.1,
119,수원,2019-03-31 09:00,4.4,2.9,270,61,5.1,1015.4,0,.38,9,9,12,5.9,
119,수원,2019-03-31 10:00,4.6,3,290,59,5,1015.8,.3,.9,9,9,10,6.8,
119,수원,2019-03-31 11:00,4.9,3.5,270,55,4.8,1016.2,.2,.9,9,9,11,7.6,
119,수원,2019-03-31 12:00,5.1,3.7,270,55,4.8,1016.2,0,.61,9,9,12,7.3,
119,수원,2019-03-31 13:00,5.4,3.9,290,52,4.7,1016.4,.1,1.13,9,9,12,8.6,
119,수원,2019-03-31 14:00,5.7,3.9,270,50,4.6,1015.8,0,.47,9,9,14,6.9,
119,수원,2019-03-31 15:00,7.4,4,270,40,4.1,1015.4,.1,.76,8,8,16,8.6,
119,수원,2019-03-31 16:00,8.3,6.3,270,35,3.8,1015.3,.7,1.44,5,5,10,10.7,
119,수원,2019-03-31 17:00,7.7,5.9,270,36,3.8,1015.7,1,1.52,3,3,10,8.4,
119,수원,2019-03-31 18:00,6.2,5.5,270,44,4.2,1016.2,1,.83,0,0,,4.9,
119,수원,2019-03-31 19:00,4.9,4.2,270,47,4.1,1016.6,.6,.14,0,0,,3.3,
119,수원,2019-03-31 20:00,4.7,4.7,270,48,4.1,1017.1,,,0,0,,2.4,
119,수원,2019-03-31 21:00,4.6,3.6,290,40,3.4,1018,,,0,0,,1.8,
119,수원,2019-03-31 22:00,3.6,1.8,290,38,3,1018.7,,,0,0,,1.1,
119,수원,2019-03-31 23:00,2.7,1.4,290,42,3.1,1018.9,,,0,0,,.7,
119,수원,2019-04-01 00:00,3,1.8,290,51,3.9,1019.1,,,0,0,,.5,
119,수원,2019-04-01 01:00,1.4,1,320,63,4.3,1018.9,,,0,0,,.4,
119,수원,2019-04-01 02:00,-.1,.4,0,74,4.5,1018.8,,,0,0,,.3,
119,수원,2019-04-01 03:00,-.6,.3,0,76,4.4,1018.6,,,0,0,,.1,
119,수원,2019-04-01 04:00,-1.3,.1,0,81,4.5,1018.6,,,0,0,,-.1,
119,수원,2019-04-01 05:00,-1.7,0,0,87,4.7,1018.8,,,0,0,,-.4,
119,수원,2019-04-01 06:00,-1.7,0,0,90,4.9,1019,,,0,0,,-1,
119,수원,2019-04-01 07:00,-.5,0,0,92,5.4,1019.3,.4,.07,0,0,,-.8,
119,수원,2019-04-01 08:00,4.9,.4,0,63,5.5,1020,1,.6,0,0,,-.2,
119,수원,2019-04-01 09:00,7.5,3.6,320,34,3.5,1020.1,1,1.36,3,0,,8.8,
119,수원,2019-04-01 10:00,8.4,3.7,320,27,3,1020.5,1,1.95,8,0,,12,
119,수원,2019-04-01 11:00,9.3,3.5,340,22,2.6,1020.1,1,2.58,8,1,35,16.8,
119,수원,2019-04-01 12:00,10.2,4.2,320,21,2.6,1019.3,1,2.32,8,0,,17,
119,수원,2019-04-01 13:00,10.7,4.8,270,21,2.7,1018.5,1,2.77,7,3,10,18.4,
119,수원,2019-04-01 14:00,10.4,5.3,270,22,2.8,1018.1,1,2.9,6,2,10,17.4,
119,수원,2019-04-01 15:00,10,5.4,270,25,3.1,1017.7,1,2.56,4,0,,14.9,
119,수원,2019-04-01 16:00,10.1,5,270,26,3.2,1017.2,1,2.2,1,0,,14.5,
119,수원,2019-04-01 17:00,9.2,4.7,270,32,3.7,1017.4,1,1.57,1,1,10,10.9,
119,수원,2019-04-01 18:00,8.1,3.8,250,37,4,1017.4,1,.79,0,0,,6.9,
119,수원,2019-04-01 19:00,6.6,2.8,270,37,3.6,1017.5,.6,.15,0,0,,4.9,
119,수원,2019-04-01 20:00,5.6,2,270,39,3.6,1017.7,,,0,0,,3.7,
119,수원,2019-04-01 21:00,5.2,1.8,270,41,3.6,1018.3,,,0,0,,2.8,
119,수원,2019-04-01 22:00,4.3,.9,320,53,4.4,1018.6,,,0,0,,2.2,
119,수원,2019-04-01 23:00,3.4,.5,340,61,4.8,1018.7,,,0,0,,1.6,
119,수원,2019-04-02 00:00,1.9,.8,360,71,5,1019,,,0,0,,.9,
119,수원,2019-04-02 01:00,1.3,.6,230,77,5.2,1019,,,0,0,,.7,
119,수원,2019-04-02 02:00,1.8,2,270,79,5.5,1019.1,,,0,0,,.6,
119,수원,2019-04-02 03:00,1.2,1.2,270,79,5.3,1019.2,,,0,0,,.3,
119,수원,2019-04-02 04:00,.2,.1,0,87,5.4,1019.2,,,0,0,,.1,
119,수원,2019-04-02 05:00,-.5,.4,0,94,5.6,1019.2,,,0,0,,-.2,
119,수원,2019-04-02 06:00,-1.1,0,0,96,5.4,1019.1,,,0,0,,-.6,
119,수원,2019-04-02 07:00,.3,.7,180,96,6,1019.6,.4,.07,0,0,,-.5,
119,수원,2019-04-02 08:00,3.6,1.3,160,72,5.7,1019.8,1,.63,0,0,,0,
119,수원,2019-04-02 09:00,6.7,.9,160,66,6.4,1020.2,1,1.34,1,1,15,10.2,
119,수원,2019-04-02 10:00,9.7,3.8,270,54,6.5,1020.2,1,1.79,4,4,15,14.3,
119,수원,2019-04-02 11:00,10.8,3.5,270,28,3.6,1019.7,1,2.52,2,2,15,17.7,
119,수원,2019-04-02 12:00,11.9,3.6,250,28,3.9,1019,1,3,1,1,15,20,
119,수원,2019-04-02 13:00,11.8,4,250,28,3.9,1018.5,1,3.09,1,1,15,20.7,
119,수원,2019-04-02 14:00,12.3,4.2,270,29,4.2,1017.8,1,2.95,1,1,15,20.4,
119,수원,2019-04-02 15:00,12.3,4.8,270,27,3.8,1017.2,1,2.65,1,1,15,18.6,
119,수원,2019-04-02 16:00,12,5.4,270,23,3.2,1017,1,2.16,2,2,15,16.3,
119,수원,2019-04-02 17:00,10.7,4.8,270,25,3.2,1017.3,1,1.49,1,1,15,12.3,
119,수원,2019-04-02 18:00,9,4.4,270,33,3.8,1017.8,1,.78,0,0,,8.2,
119,수원,2019-04-02 19:00,7.3,3.7,270,28,2.9,1018.1,.6,.15,0,0,,5.7,
119,수원,2019-04-02 20:00,6.6,2.3,270,31,3,1018.8,,,0,0,,4.4,
119,수원,2019-04-02 21:00,6.1,1.7,340,44,4.2,1019.7,,,0,0,,3.7,
119,수원,2019-04-02 22:00,5.1,1.4,270,57,5,1020,,,0,0,,3,
119,수원,2019-04-02 23:00,4.5,1.2,270,57,4.8,1020.3,,,0,0,,2.3,
119,수원,2019-04-03 00:00,3.6,.8,230,70,5.6,1020.4,,,0,0,,1.8,
119,수원,2019-04-03 01:00,2.9,.8,250,81,6.1,1020.3,,,0,0,,1.4,
119,수원,2019-04-03 02:00,1.8,.1,0,91,6.3,1020.2,,,0,0,,1,
119,수원,2019-04-03 03:00,1.7,.3,0,91,6.2,1020.3,,,0,0,,.9,
119,수원,2019-04-03 04:00,1.5,1.4,180,94,6.4,1020.1,,,0,0,,.7,
119,수원,2019-04-03 05:00,.2,0,0,90,5.6,1020.3,,,0,0,,.6,
119,수원,2019-04-03 06:00,1.6,1.5,200,84,5.8,1020.5,,,0,0,,.4,
119,수원,2019-04-03 07:00,1.6,.8,160,87,6,1020.9,.3,.07,0,0,,.3,
119,수원,2019-04-03 08:00,4,1.2,180,71,5.8,1021,1,.61,0,0,,3.7,
119,수원,2019-04-03 09:00,6.4,1.1,180,62,6,1021.2,1,1.34,0,0,,10.7,
119,수원,2019-04-03 10:00,8.8,1.5,160,56,6.3,1021.2,1,2.06,0,0,,15.7,
119,수원,2019-04-03 11:00,10.9,2,200,47,6.1,1021,1,2.61,1,1,15,19.4,
119,수원,2019-04-03 12:00,12.6,3.3,270,29,4.2,1020.3,1,2.59,4,4,15,19.6,
119,수원,2019-04-03 13:00,13.7,4.1,270,28,4.4,1019.8,.9,2.79,2,2,15,21.8,
119,수원,2019-04-03 14:00,14.1,3.8,270,27,4.3,1019.2,1,3.08,1,1,15,21.8,
119,수원,2019-04-03 15:00,13,4.8,270,23,3.5,1018.8,1,2.75,0,0,,20.4,
119,수원,2019-04-03 16:00,12.5,3.8,270,21,3,1018.4,1,2.27,0,0,,17.7,
119,수원,2019-04-03 17:00,11.1,4.3,290,22,2.9,1018.3,1,1.6,0,0,,13.7,
119,수원,2019-04-03 18:00,9.3,3.8,290,28,3.3,1018,1,.8,0,0,,9.1,
119,수원,2019-04-03 19:00,7.8,2.6,290,31,3.3,1017.9,.6,.15,0,0,,6.7,
119,수원,2019-04-03 20:00,6.8,2.2,250,51,5,1018.5,,,0,0,,5.5,
119,수원,2019-04-03 21:00,5.7,1.1,200,61,5.6,1018.8,,,0,0,,4.6,
119,수원,2019-04-03 22:00,5.2,1.5,180,62,5.5,1018.9,,,0,0,,3.9,
119,수원,2019-04-03 23:00,3.9,.8,200,65,5.3,1019,,,0,0,,3,
119,수원,2019-04-04 00:00,3.3,.4,0,72,5.6,1019.3,,,0,0,,2.3,
119,수원,2019-04-04 01:00,3.7,1.5,230,82,6.5,1019.5,,,0,0,,1.9,
119,수원,2019-04-04 02:00,2.2,.3,0,87,6.2,1018.9,,,0,0,,1.4,
119,수원,2019-04-04 03:00,2.3,1.4,160,84,6.1,1018.8,,,0,0,,1.2,
119,수원,2019-04-04 04:00,1.5,.2,0,86,5.9,1018.3,,,0,0,,1,
119,수원,2019-04-04 05:00,2,1.4,200,79,5.6,1017.8,,,0,0,,.8,
119,수원,2019-04-04 06:00,1.1,.6,180,84,5.6,1017.6,,,0,0,,.7,
